,tconst,primaryTitle,titleFR,Cluster_15
16620,tt0076070,The Gauntlet,L'épreuve de force,2
16621,tt0076083,Il ginecologo della mutua,Le gynécologue de ces dames,4
16622,tt0076085,A Special Day,Une journée particulière,1
16623,tt0076091,Golden Rendezvous,L'or était au rendez-vous,2
16624,tt0076095,The Goodbye Girl,"Adieu, je reste...",7
16625,tt0076097,Koko: A Talking Gorilla,"Koko, le gorille qui parle",3
16626,tt0076098,The Report,Le rapport,1
16627,tt0076099,Black Journal,Black Journal,6
16628,tt0076100,Grand Theft Auto,Lâchez les bolides,4
16629,tt0076101,High Rollers,Bluff,4
16630,tt0076102,The Biggest Battle,La grande bataille,6
16631,tt0076109,The Great Texas Dynamite Chase,Dynamite Girls,4
16632,tt0076111,The Greatest,Le plus grand,11
16633,tt0076112,"Wanda, the Wicked Warden","Greta, la tortionnaire de Wrede",1
16634,tt0076113,Group Portrait with a Lady,Portrait de groupe avec dame,8
16635,tt0076124,Ballad of Orin,"Orine, la proscrite",1
16636,tt0076128,Der Hauptdarsteller,La vedette,0
16637,tt0076133,Heinrich,Heinrich,3
16638,tt0076137,Herbie Goes to Monte Carlo,La Coccinelle à Monte-Carlo,5
16639,tt0076138,Heroes,Héros,0
16640,tt0076140,Hi-Riders,Riders,6
16641,tt0076141,High Anxiety,Le grand frisson,12
16642,tt0076145,High Velocity,Haute tension,6
16643,tt0076147,Hitler: A Film from Germany,"Hitler, un film d'Allemagne",11
16644,tt0076150,"Alice, Sweet Alice",Communion Sanglante,6
16645,tt0076154,L'homme pressé,L'homme pressé,1
16646,tt0076155,The Man Who Loved Women,L'homme qui aimait les femmes,7
16647,tt0076161,The Hound of the Baskervilles,Le chien des Baskervilles,4
16648,tt0076162,House,Hausu,4
16649,tt0076164,The Mighty Peking Man,Le colosse de Hong Kong,9
16650,tt0076167,Hum Kisise Kum Naheen,Je ne suis pas moins que les autres,0
16651,tt0076168,Executioners from Shaolin,Les exécuteurs de shaolin,6
16652,tt0076170,Häpy endkö? Eli kuinka Uuno Turhapuro sai niin kauniin ja rikkaan vaimon,Happy end? Ou comment Bébert Bocal finit par épouser une aussi riche et belle femme,4
16653,tt0076172,I Never Promised You a Rose Garden,Jamais je ne t'ai promis un jardin de roses,1
16654,tt0076175,March or Die,Il était une fois... la légion,5
16655,tt0076176,Il... Belpaese,Ras-le-bol à l'italienne,0
16656,tt0076179,The Accuser,L'imprécateur,1
16657,tt0076185,In the Name of the Pope King,Au nom du pape roi,1
16658,tt0076191,The Incredible Melting Man,Le monstre qui vient de l'espace,13
16659,tt0076200,Interno di un convento,Intérieur d'un couvent,8
16660,tt0076206,I Am Afraid,Un juge en danger,6
16661,tt0076207,I Am Self Sufficient,Je suis un autarcique,4
16662,tt0076208,Iphigenia,Iphigénie,1
16663,tt0076210,The Island of Dr. Moreau,L'île du docteur Moreau,9
16664,tt0076211,Islands in the Stream,L'île des adieux,1
16665,tt0076221,Jabberwocky,Jabberwocky,5
16666,tt0076223,Jak se budí princezny,Comment on réveille les princesses,5
16667,tt0076227,To Kill with Intrigue,Le Vengeur,6
16668,tt0076240,Jubilee,Jubilee,0
16669,tt0076242,Judge Fayard Called the Sheriff,Le juge Fayard dit Le Shériff,6
16670,tt0076245,Julia,Julia,1
16671,tt0076246,Julie Gluepot,Julie pot-de-colle,4
16672,tt0076252,The Year of the Hare,Le lièvre de Vatanen,0
16673,tt0076257,The Kentucky Fried Movie,Hamburger film sandwich,4
16674,tt0076271,Kingdom of the Spiders,L'horrible invasion,13
16675,tt0076275,Kleinhoff Hotel,Double plaisir,1
16676,tt0076276,Who's Singin' Over There?,Qui chante là-bas ?,5
16677,tt0076280,The Consequence,La conséquence,1
16678,tt0076286,The Hunters,Les chasseurs,1
16679,tt0076290,Lady Dracula,Lady Dracula,4
16680,tt0076294,The Last Dinosaur,Le Dernier Dinosaure,9
16681,tt0076297,The Last Remake of Beau Geste,Mon 'Beau' légionnaire,5
16682,tt0076299,The Last Wave,La dernière vague,8
16683,tt0076301,The Late Show,Le chat connaît l'assassin,12
16684,tt0076306,Boarding School,Deux Heures de colle pour un baiser,4
16685,tt0076309,Marche pas sur mes lacets,Marche pas sur mes lacets,4
16686,tt0076312,Love Letters of a Portuguese Nun,Lettres d'amour d'une nonne portugaise,5
16687,tt0076316,The Left-Handed Woman,La femme gauchère,1
16688,tt0076327,Looking for Mr. Goodbar,À la recherche de Mr. Goodbar,1
16689,tt0076336,The Place Without Limits,Ce lieu sans limites,1
16690,tt0076337,Le lunghe notti della Gestapo,Les nuits rouges de la Gestapo,6
16691,tt0076340,Ma-ma,Le Rock du Méchant Loup,13
16692,tt0076341,Perfumed Nightmare,Perfumed Nightmare,0
16693,tt0076342,MacArthur,"MacArthur, le général rebelle",11
16694,tt0076343,La machine,En route vers la mort,6
16695,tt0076347,Madame Claude,Madame Claude,0
16696,tt0076348,Madame Rosa,La vie devant soi,1
16697,tt0076356,Mais qu'est ce qu'elles veulent,Mais qu'est ce qu'elles veulent,3
16698,tt0076360,A Man Called Blade,"Mannaja, l'homme à la hache",6
16699,tt0076362,Mantis Fists and Tiger Claws of Shaolin,"Mantis, le tigre de Shaolin",6
16700,tt0076363,The Many Adventures of Winnie the Pooh,Les aventures de Winnie l'ourson,5
16701,tt0076365,Mirrors,Reflets,2
16702,tt0076384,La menace,La menace,6
16703,tt0076387,Merciless Man,L'homme sans pitié,2
16704,tt0076388,"Messalina, Messalina",Messaline impératrice,5
16705,tt0076394,El mirón,Le voyeur,1
16706,tt0076395,Missile X: The Neutron Bomb Incident,Missile X,9
16707,tt0076396,Mister Deathman,Le liquidateur,2
16708,tt0076398,Operation Thunderbolt,Opération Thunderbolt : L'Esprit d'Entébbé,6
16709,tt0076400,Wifemistress,La maîtresse légitime,7
16710,tt0076401,Stop Calling Me Baby!,"Moi, Fleur bleue",7
16711,tt0076406,Monsieur Papa,Monsieur Papa,4
16712,tt0076409,Moonshine County Express,Express prohibition,4
16713,tt0076410,Death of a Corrupt Man,Mort d'un pourri,6
16714,tt0076411,Il mostro,Qui sera tué demain?,12
16715,tt0076417,Mr. Billion,On m'appelle Dollars,0
16716,tt0076435,Life Triumphs,Nahapet,1
16717,tt0076440,Nasty Habits,Drôles de manières,4
16718,tt0076446,Unfinished Piece for the Player Piano,Partition inachevée pour piano mécanique,1
16719,tt0076451,"New York, New York","New York, New York",1
16720,tt0076452,News from Home,News from Home,3
16721,tt0076455,I Don't Know,Je ne sais pas,3
16722,tt0076468,La notte dell'alta marea,L'aguicheuse,8
16723,tt0076470,"Pardon Mon Affaire, Too!",Nous irons tous au paradis,4
16724,tt0076473,Golden Night,Voyage chez les vivants,6
16725,tt0076474,At Night All Cats Are Crazy,"La nuit, tous les chats sont gris",0
16726,tt0076475,No. 1 of the Secret Service,No. 1 of the Secret Service,4
16727,tt0076485,Eyes Behind the Wall,Voyeur pervers,6
16728,tt0076490,Oil,Les aventuriers de l'or noir,9
16729,tt0076504,Orca,Orca,5
16730,tt0076507,The Other Side of Midnight,De l'autre côté de minuit,10
16731,tt0076512,Outlaw Blues,Un couple en fuite,0
16732,tt0076516,The Pack,Les Assiégés,6
16733,tt0076517,Padre Padrone,Padre padrone,11
16734,tt0076518,Rulers of the City,Mister Scarface,4
16735,tt0076519,Jade Tiger,Le tigre de jade,9
16736,tt0076524,Paradistorg,Paradis d'été,1
16737,tt0076526,Fire's Share,La part du feu,1
16738,tt0076535,The People That Time Forgot,Le continent oublié,9
16739,tt0076538,Pete's Dragon,Peter et Elliott le dragon,5
16740,tt0076542,The Picture Show Man,Le faiseur de rêves,0
16741,tt0076544,Knock-Out Cop,Inspecteur Bulldozer,4
16742,tt0076549,"The More It Goes, the Less It Goes","Plus ça va, moins ça va",10
16743,tt0076554,Magnum Cop,Magnum Cop,2
16744,tt0076555,Highway Racer,"SOS jaguar, opération casse gueule",6
16745,tt0076561,Portrait of a Hitman,Les hommes de main,6
16746,tt0076564,Il prefetto di ferro,L'Affaire Mori,6
16747,tt0076578,Pumping Iron,Arnold le magnifique,3
16748,tt0076584,The Inglorious Bastards,Une poignée de salopards,9
16749,tt0076590,Rabid,Rage!,13
16750,tt0076593,Raggedy Ann & Andy: A Musical Adventure,Anne et Andy,0
16751,tt0076595,State Reasons,La raison d'état,6
16752,tt0076598,Assault in Paradise,Un million de dollars par meurtre,2
16753,tt0076601,Raw Deal,Un coup pour rien,1
16754,tt0076618,The Rescuers,Les aventures de Bernard et Bianca,5
16755,tt0076620,Zhong lie Jing wu men,Le Cri qui tue,9
16756,tt0076624,The Man from Chicago,Le Ricain,6
16757,tt0076625,Riddles of the Sphinx,Riddles of the Sphinx,1
16758,tt0076628,Nest of Vipers,Moeurs cachées de la bourgeoisie,1
16759,tt0076630,Rituals,Ils étaient cinq,9
16760,tt0076635,Le roi des bricoleurs,Le roi des bricoleurs,4
16761,tt0076636,Rollercoaster,Le toboggan de la mort,6
16762,tt0076637,Rolling Thunder,Légitime violence,6
16763,tt0076639,Roseland,Roseland,8
16764,tt0076644,Ruby,Ruby,1
16765,tt0076645,Voodoo Passion,Le cri d'amour de la déesse blonde,5
16766,tt0076649,The Beast in Heat,Holocauste nazi : Armes secrètes du 3ème Reich,2
16767,tt0076652,Safrana or Freedom of Speech,Safrana ou le droit à la parole,1
16768,tt0076653,Sahara Cross,Les requins du désert,2
16769,tt0076659,Iron Fisted Monk,Le moine d'acier,0
16770,tt0076660,Death Duel,Death Duel,6
16771,tt0076661,The 36 Crazy Fists,Karate Killer,4
16772,tt0076666,Saturday Night Fever,La Fièvre du samedi soir,1
16773,tt0076668,Submission,Scandalo,6
16774,tt0076670,Schizo,Schizo,8
16775,tt0076672,Blue Dreams,Jeux d'amour au collège,7
16776,tt0076683,The Sentinel,La sentinelle des maudits,14
16777,tt0076684,The Seventh Company Outdoors,La septième compagnie au clair de lune,4
16778,tt0076686,The Serpent's Egg,L'oeuf du serpent,10
16779,tt0076688,Servant and Mistress,Servante et maîtresse,1
16780,tt0076689,Bye-bye Bavaria!,Salut la Bavière,4
16781,tt0076696,The Chess Players,Les Joueurs d'échecs,0
16782,tt0076698,Bruce Lee in New Guinea,Big Boss à Bornéo,5
16783,tt0076704,Shock Waves,Le commando des morts-vivants,12
16784,tt0076709,Game of Death II,Le jeu de la mort II,12
16785,tt0076715,Silver Bears,Banco à Las Vegas,4
16786,tt0076716,Sinbad and the Eye of the Tiger,Sinbad et l'oeil du tigre,9
16787,tt0076723,Slap Shot,La Castagne,0
16788,tt0076726,Slumber Party '57,Plaisirs sexuels au pensionnat,0
16789,tt0076727,Office Romance,Romance de bureau,7
16790,tt0076729,Smokey and the Bandit,Cours après moi shérif,5
16791,tt0076733,Sois belle et tais-toi,Sois belle et tais-toi,3
16792,tt0076734,Soldier of Orange,Le choix du destin,10
16793,tt0076735,La soldatessa alla visita militare,La toubib et les enfoirés,4
16794,tt0076740,Sorcerer,Le convoi de la peur,5
16795,tt0076746,Speedtrap,La folle cavale,6
16796,tt0076749,Maladolescenza,Jeux interdits de l'adolescence,8
16797,tt0076752,The Spy Who Loved Me,L'espion qui m'aimait,9
16798,tt0076753,Squadra antifurto,Un flic très spécial,4
16799,tt0076754,Squadra antitruffa,Nico l'arnaqueur,4
16800,tt0076755,The Squeeze,Le piège infernal,6
16801,tt0076759,Star Wars: Episode IV - A New Hope,"Star wars: Épisode IV, la guerre des étoiles",9
16802,tt0076760,Starship Invasions,L'invasion des soucoupes volantes,13
16803,tt0076761,Steppe,Step,1
16804,tt0076767,Storm Boy,Storm Boy,1
16805,tt0076776,Stunts,Les risque-tout,8
16806,tt0076777,Stormtroopers,Le bataillon en folie,4
16807,tt0076779,Summer Affair,"Amour jeune, amour fou",8
16808,tt0076780,Summer City,Summer City,6
16809,tt0076781,Mag Wheels,California plage,4
16810,tt0076786,Suspiria,Suspiria,14
16811,tt0076788,Sweeney!,La brigade volante,6
16812,tt0076789,Sweet Revenge,Vol à la tire,0
16813,tt0076790,The Joy of Flying,C'est à vous tout ça?,4
16814,tt0076797,Chinatown Kid,Le caïd de Chinatown,6
16815,tt0076801,Taxi Girl,La toubib se recycle,4
16816,tt0076804,Telefon,Un espion de trop,6
16817,tt0076808,Dear Inspector,Tendre poulet,4
16818,tt0076809,Tentacles,Tentacules,5
16819,tt0076814,That's Carry On!,C'est ça la vie!,4
16820,tt0076820,Thunder and Lightning,Un cocktail explosif,5
16821,tt0076825,Tintorera: Killer Shark,Le monstre aux dents d'acier,8
16822,tt0076827,The Sentimental Swordsman,Le Poignard volant,6
16823,tt0076832,Tomorrow Never Comes,"Demain, la fin",6
16824,tt0076836,Hitler's Last Train,Train spécial pour Hitler,6
16825,tt0076843,The Turning Point,Le tournant de la vie,8
16826,tt0076845,Twilight's Last Gleaming,L'ultimatum des trois mercenaires,6
16827,tt0076846,Gli ultimi angeli,Le cheval et l'enfant,1
16828,tt0076847,"Another Man, Another Chance","Un autre homme, une autre chance",5
16829,tt0076849,In a Wild Moment,Un moment d'égarement,7
16830,tt0076850,A Sea Urchin in the Pocket,Un oursin dans la poche,4
16831,tt0076851,The Purple Taxi,Un taxi mauve,1
16832,tt0076852,Pardon Mon Affaire,Un éléphant ça trompe énormément,7
16833,tt0076853,The Uncanny,Brrr...,14
16834,tt0076855,"One Sings, the Other Doesn't",L'une chante l'autre pas,1
16835,tt0076856,"Une femme, un jour...","Une femme, un jour...",1
16836,tt0076857,A Dirty Story,Une sale histoire,3
16837,tt0076867,"Va voir maman, papa travaille","Va voir maman, papa travaille",4
16838,tt0076868,Valentino,Valentino,11
16839,tt0076873,"La vergine, il toro e il capricorno",Lâche-moi les jarretelles,4
16840,tt0076877,The Heroin Busters,Action immédiate,2
16841,tt0076878,Emanuelle and the White Slave Trade,Emanuelle et les filles de Madame Claude,1
16842,tt0076883,The Last Lumbercamp,La Dernière coupe de forêt,0
16843,tt0076888,The Coming of Sin,La visita del vicio,2
16844,tt0076890,Viva Knievel!,Le casse-cou,9
16845,tt0076894,The Suspended Vocation,La vocation suspendue,1
16846,tt0076895,Von Buttiglione Sturmtruppenführer,Le kolonel pédale dans la choucroute,4
16847,tt0076897,You Won't Have Alsace-Lorraine,Vous n'aurez pas l'Alsace et la Lorraine,4
16848,tt0076902,The War in Space,La guerre de l'espace,9
16849,tt0076909,Welcome to Blood City,Bienvenue à la cité sanglante,8
16850,tt0076910,Welcome to L.A.,Welcome to Los Angeles,8
16851,tt0076915,The White Buffalo,Le bison blanc,9
16852,tt0076920,Why Shoot the Teacher?,Pitié pour le prof,0
16853,tt0076929,Wizards,Les Sorciers de la guerre,9
16854,tt0076933,The World's Greatest Lover,Drôle de séducteur,4
16855,tt0076935,The Yellow Handkerchief,Les mouchoirs jaunes du bonheur,0
16856,tt0076937,Yeti: Giant of the 20th Century,Yéti - Le géant d'un autre monde,9
16857,tt0076939,The Invincible Armour,L'aigle de Shaolin,6
16858,tt0076941,You Light Up My Life,Un petit mélo dans la tête,8
16859,tt0076944,Young Lady Chatterley,Les amants de la jeune Lady Chatterley,1
16860,tt0076953,Screen Tests,Screen Tests,8
16861,tt0076960,À chacun son enfer,A chacun son enfer,8
16862,tt0076964,L'échappatoire,L'échappatoire,1
16863,tt0076968,Women,Les deux berges,1
16864,tt0077113,Three Shaolin Musketeers,Les 3 samourais de Shaolin,4
16865,tt0077122,"Addio, piccola mia","Addio, piccola mia",11
16866,tt0077123,The Adolescent,L'adolescente,1
16867,tt0077124,Adoption,L'adoption,1
16868,tt0077132,Empire of Passion,L'empire de la passion,8
16869,tt0077138,The Tree of Wooden Clogs,L'arbre aux sabots,1
16870,tt0077145,Alice in Spanish Wonderland,Alicia dans l'Espagne des merveilles,1
16871,tt0077150,Die Allseitig reduzierte Persönlichkeit - Redupers,Personnalité réduite de toutes parts,1
16872,tt0077155,The Pocket Lover,L'amant de poche,4
16873,tt0077157,American Boy: A Profile of - Steven Prince,American Boy: A Profile of - Steven Prince,3
16874,tt0077161,Question of Love,L'amour en question,10
16875,tt0077175,Other People's Money,L'argent des autres,1
16876,tt0077176,The Gun,Homicide Volontaire,6
16877,tt0077184,"Attention, the Kids Are Watching","Attention, les enfants regardent",6
16878,tt0077188,Hitch-Hike,La proie de l'autostop,6
16879,tt0077189,Avalanche,Avalanche,6
16880,tt0077190,Avantazh,Avantage,1
16881,tt0077191,To Be Twenty,Avoir vingt ans,0
16882,tt0077198,Work,Le travail,1
16883,tt0077204,Lucky Luke: Ballad of the Daltons,La ballade des Dalton,0
16884,tt0077210,Barracuda,Barracuda,2
16885,tt0077211,La barricade du Point du Jour,La barricade du Point du Jour,1
16886,tt0077215,Battlestar Galactica,Galactica: La bataille de l'espace,9
16887,tt0077222,Belyy Bim Chernoe ukho,Bim chien blanc à l'oreille noire,1
16888,tt0077225,Cave of the Sharks,Bermudes: Triangle de l'enfer,9
16889,tt0077226,Besharam,Desharem,6
16890,tt0077228,The Betsy,Betsy,1
16891,tt0077231,Les bidasses au pensionnat,Les bidasses au pensionnat,4
16892,tt0077233,The Big Fix,The Big Fix,12
16893,tt0077234,The Big Sleep,Le grand sommeil,10
16894,tt0077235,Big Wednesday,Graffiti Party,1
16895,tt0077241,Blackout,New York ne répond plus,2
16896,tt0077243,Blind Rage,Fureur aveugle,4
16897,tt0077245,Blood Stalkers,Blood night,14
16898,tt0077246,Blood of the Dragon,Le sang du dragon,6
16899,tt0077247,Bloodsucking Freaks,Incredible Torture Show,4
16900,tt0077248,Blue Collar,Blue Collar,6
16901,tt0077250,Blue Fire Lady,Lady Blue,1
16902,tt0077251,Blue jeans,Blue jeans - Du beurre aux Allemands,1
16903,tt0077261,Born Again,L'affaire Colson,11
16904,tt0077262,Born Invincible,Born invincible,2
16905,tt0077269,The Boys from Brazil,Ces garçons qui venaient du Brésil,8
16906,tt0077270,The Boys in Company C,Les boys de la compagnie C,6
16907,tt0077272,Brass Target,La cible étoilée,10
16908,tt0077275,The Brink's Job,Têtes vides cherchent coffres pleins,0
16909,tt0077276,French Fried Vacation,Les bronzés,7
16910,tt0077278,Buck Rogers in the 25th Century,Buck Rogers au XXVe siècle,9
16911,tt0077288,La Cage aux Folles,La cage aux folles,4
16912,tt0077289,California Suite,California Hôtel,7
16913,tt0077292,Crippled Avengers,La vengeance des infirmes,6
16914,tt0077294,Capricorn One,Capricorn One,5
16915,tt0077295,The Escape,La carapate,5
16916,tt0077296,Caravans,Caravane,9
16917,tt0077297,"Carmen, la que contaba 16 años",Carmen - Celle qui avait 16 ans,1
16918,tt0077304,The Cat and the Canary,Le chat et le canari,7
16919,tt0077305,The Cat from Outer Space,Le chat qui vient de l'espace,0
16920,tt0077308,Le cavaleur,Le cavaleur,4
16921,tt0077312,Ces flics étranges venus d'ailleurs,Ces flics étranges venus d'ailleurs,4
16922,tt0077313,Challenge of Death,Le défi mortel du karatéka,5
16923,tt0077315,The Green Room,La chambre verte,1
16924,tt0077317,The Song of Roland,La chanson de Roland,5
16925,tt0077319,Charleston,L'embrouille,4
16926,tt0077320,Chaussette surprise,Chaussette surprise,4
16927,tt0077321,The Cheap Detective,Le privé de ces dames,12
16928,tt0077324,The Dogs,Les chiens,6
16929,tt0077327,"China 9, Liberty 37","China 9, Liberty 37",8
16930,tt0077332,The Chosen,Holocaust 2000,14
16931,tt0077334,Cher Victor,Ce cher Victor,0
16932,tt0077341,The Class of Miss MacMichael,L'école ras le bol,0
16933,tt0077343,Cleopatra Wong,Cléopatre la panthère du kung fu,9
16934,tt0077348,The Key Is in the Door,La clé sur la porte,1
16935,tt0077351,Coach,La prof joue et gagne,4
16936,tt0077355,Coma,Morts suspectes,8
16937,tt0077357,The Comeback,Le Retour,12
16938,tt0077360,Comes a Horseman,Le souffle de la tempête,8
16939,tt0077362,Coming Home,Retour,10
